Date/Time,Lat,Lon,Base
09/01/2014 11:06,53.3343193,-6.229957481,B02512
09/01/2014 11:07,53.33422684,-6.229739854,B02512
09/01/2014 11:12,53.33413437,-6.229522228,B02512
09/01/2014 11:14,53.33404191,-6.229304602,B02512
09/01/2014 11:18,53.33394944,-6.229086975,B02512
09/01/2014 11:18,53.33385698,-6.228869349,B02512
09/01/2014 11:20,53.33376451,-6.228651722,B02512
09/01/2014 11:20,53.33367205,-6.228434096,B02512
09/01/2014 11:22,53.33357958,-6.22821647,B02512
09/01/2014 11:23,53.33348712,-6.227998843,B02512
09/01/2014 11:24,53.33339465,-6.227781217,B02512
09/01/2014 11:24,53.33330219,-6.22756359,B02512
09/01/2014 11:24,53.33320972,-6.227345964,B02512
09/01/2014 11:30,53.33311726,-6.227128338,B02512
09/01/2014 11:31,53.33302479,-6.226910711,B02512
09/01/2014 11:31,53.33293233,-6.226693085,B02512
09/01/2014 11:32,53.33283986,-6.226475458,B02512
09/01/2014 11:33,53.3327474,-6.226257832,B02512
09/01/2014 11:33,53.33265493,-6.226040206,B02512
09/01/2014 11:36,53.33256246,-6.225822579,B02512
09/01/2014 11:37,53.33247,-6.225604953,B02512
09/01/2014 11:42,53.33237753,-6.225387326,B02512
09/01/2014 11:44,53.33228507,-6.2251697,B02512
09/01/2014 11:46,53.3321926,-6.224952074,B02512
09/01/2014 11:46,53.33210014,-6.224734447,B02512
09/01/2014 11:46,53.33200767,-6.224516821,B02512
09/01/2014 11:46,53.33191521,-6.224299194,B02512
09/01/2014 11:47,53.33182274,-6.224081568,B02512
09/01/2014 11:51,53.33173028,-6.223863942,B02512
09/01/2014 11:52,53.33163781,-6.223646315,B02512
09/01/2014 11:53,53.33154535,-6.223428689,B02512
09/01/2014 11:54,53.33145288,-6.223211062,B02512
09/01/2014 11:57,53.33136042,-6.222993436,B02512
09/01/2014 11:59,53.33126795,-6.22277581,B02512
09/01/2014 11:59,53.33117549,-6.222558183,B02512
09/01/2014 12:01,53.33108302,-6.222340557,B02512
09/01/2014 12:01,53.33099056,-6.22212293,B02512
09/01/2014 12:05,53.33089809,-6.221905304,B02512
09/01/2014 12:07,53.33080563,-6.221687678,B02512
09/01/2014 12:08,53.33071316,-6.221470051,B02512
09/01/2014 12:10,53.3306207,-6.221252425,B02512
09/01/2014 12:10,53.33052823,-6.221034798,B02512
09/01/2014 12:11,53.33043577,-6.220817172,B02512
09/01/2014 12:13,53.3303433,-6.220599546,B02512
09/01/2014 12:13,53.33025084,-6.220381919,B02512
09/01/2014 12:13,53.33015837,-6.220164293,B02512
09/01/2014 12:14,53.33006591,-6.219946666,B02512
09/01/2014 12:15,53.32997344,-6.21972904,B02512
09/01/2014 12:17,53.32988098,-6.219511414,B02512
09/01/2014 12:18,53.32978851,-6.219293787,B02512
09/01/2014 12:18,53.32969605,-6.219076161,B02512
09/01/2014 12:19,53.32960358,-6.218858534,B02512
09/01/2014 12:22,53.32951112,-6.218640908,B02512
09/01/2014 12:23,53.32941865,-6.218423282,B02512
09/01/2014 12:23,53.32932619,-6.218205655,B02512
09/01/2014 12:25,53.32923372,-6.217988029,B02512
09/01/2014 12:26,53.32914126,-6.217770402,B02512
09/01/2014 12:28,53.32904879,-6.217552776,B02512
09/01/2014 12:28,53.32895633,-6.21733515,B02512
09/01/2014 12:29,53.32886386,-6.217117523,B02512
09/01/2014 12:30,53.3287714,-6.216899897,B02512
09/01/2014 12:30,53.32867893,-6.21668227,B02512
09/01/2014 12:30,53.32858647,-6.216464644,B02512
09/01/2014 12:30,53.328494,-6.216247018,B02512
09/01/2014 12:31,53.32840154,-6.216029391,B02512
09/01/2014 12:31,53.32830907,-6.215811765,B02512
09/01/2014 12:33,53.32821661,-6.215594138,B02512
09/01/2014 12:35,53.32812414,-6.215376512,B02512
09/01/2014 12:35,53.32803168,-6.215158886,B02512
09/01/2014 12:37,53.32793921,-6.214941259,B02512
09/01/2014 12:39,53.32784675,-6.214723633,B02512
09/01/2014 12:40,53.32775428,-6.214506006,B02512
09/01/2014 12:41,53.32766182,-6.21428838,B02512
09/01/2014 12:44,53.32756935,-6.214070754,B02512
09/01/2014 12:47,53.32747688,-6.213853127,B02512
09/01/2014 12:48,53.32738442,-6.213635501,B02512
09/01/2014 12:52,53.32729195,-6.213417874,B02512
09/01/2014 12:52,53.32719949,-6.213200248,B02512
09/01/2014 12:53,53.32710702,-6.212982622,B02512
09/01/2014 12:56,53.32701456,-6.212764995,B02512
09/01/2014 12:57,53.32692209,-6.212547369,B02512
09/01/2014 12:58,53.32682963,-6.212329742,B02512
09/01/2014 13:04,53.32673716,-6.212112116,B02512
09/01/2014 13:05,53.3266447,-6.21189449,B02512
09/01/2014 13:06,53.32655223,-6.211676863,B02512
09/01/2014 13:07,53.32645977,-6.211459237,B02512
09/01/2014 13:09,53.3263673,-6.21124161,B02512
09/01/2014 13:09,53.32627484,-6.211023984,B02512
09/01/2014 13:11,53.32618237,-6.210806358,B02512
09/01/2014 13:11,53.32608991,-6.210588731,B02512
09/01/2014 13:14,53.32599744,-6.210371105,B02512
09/01/2014 13:15,53.32590498,-6.210153478,B02512
09/01/2014 13:18,53.32581251,-6.209935852,B02512
09/01/2014 13:20,53.32572005,-6.209718226,B02512
09/01/2014 13:23,53.32562758,-6.209500599,B02512
09/01/2014 13:24,53.32553512,-6.209282973,B02512
09/01/2014 13:25,53.32544265,-6.209065346,B02512
09/01/2014 13:26,53.32535019,-6.20884772,B02512
09/01/2014 13:27,53.32525772,-6.208630094,B02512
09/01/2014 13:29,53.32516526,-6.208412467,B02512
09/01/2014 13:31,53.32507279,-6.208194841,B02512
09/01/2014 13:31,53.32498033,-6.207977214,B02512
09/01/2014 13:34,53.32488786,-6.207759588,B02512
09/01/2014 13:34,53.3247954,-6.207541962,B02512
09/01/2014 13:37,53.32470293,-6.207324335,B02512
09/01/2014 13:38,53.32461047,-6.207106709,B02512
09/01/2014 13:39,53.324518,-6.206889082,B02512
09/01/2014 13:40,53.32442554,-6.206671456,B02512
09/01/2014 13:42,53.32433307,-6.20645383,B02512
09/01/2014 13:43,53.32424061,-6.206236203,B02512
09/01/2014 13:43,53.32414814,-6.206018577,B02512
09/01/2014 13:47,53.32405568,-6.20580095,B02512
09/01/2014 13:52,53.32396321,-6.205583324,B02512
09/01/2014 13:52,53.32387075,-6.205365698,B02512
09/01/2014 13:53,53.32377828,-6.205148071,B02512
09/01/2014 13:53,53.32368582,-6.204930445,B02512
09/01/2014 13:54,53.32359335,-6.204712818,B02512
09/01/2014 13:55,53.32350089,-6.204495192,B02512
09/01/2014 13:56,53.32340842,-6.204277566,B02512
09/01/2014 13:57,53.32331596,-6.204059939,B02512
09/01/2014 13:58,53.32322349,-6.203842313,B02512
09/01/2014 13:58,53.32313103,-6.203624686,B02512
09/01/2014 13:59,53.32303856,-6.20340706,B02512
09/01/2014 14:01,53.3229461,-6.203189434,B02512
09/01/2014 14:02,53.32285363,-6.202971807,B02512
09/01/2014 14:08,53.32276117,-6.202754181,B02512
09/01/2014 14:09,53.3226687,-6.202536554,B02512
09/01/2014 14:11,53.32257624,-6.202318928,B02512
09/01/2014 14:11,53.32248377,-6.202101302,B02512
09/01/2014 14:12,53.3223913,-6.201883675,B02512
09/01/2014 14:12,53.32229884,-6.201666049,B02512
09/01/2014 14:14,53.32220637,-6.201448422,B02512
09/01/2014 14:14,53.32211391,-6.201230796,B02512
09/01/2014 14:15,53.32202144,-6.20101317,B02512
09/01/2014 14:19,53.32192898,-6.200795543,B02512
09/01/2014 14:19,53.32183651,-6.200577917,B02512
09/01/2014 14:20,53.32174405,-6.20036029,B02512
09/01/2014 14:21,53.32165158,-6.200142664,B02512
09/01/2014 14:23,53.32155912,-6.199925038,B02512
09/01/2014 14:27,53.32146665,-6.199707411,B02512
09/01/2014 14:27,53.32137419,-6.199489785,B02512
09/01/2014 14:27,53.32128172,-6.199272158,B02512
09/01/2014 14:28,53.32118926,-6.199054532,B02512
09/01/2014 14:31,53.32109679,-6.198836906,B02512
09/01/2014 14:32,53.32100433,-6.198619279,B02512
09/01/2014 14:32,53.32091186,-6.198401653,B02512
09/01/2014 14:35,53.3208194,-6.198184026,B02512
09/01/2014 14:36,53.32072693,-6.1979664,B02512
09/01/2014 14:39,53.32063447,-6.197748774,B02512
09/01/2014 14:39,53.320542,-6.197531147,B02512
09/01/2014 14:39,53.32044954,-6.197313521,B02512
09/01/2014 14:39,53.32035707,-6.197095894,B02512
09/01/2014 14:42,53.32026461,-6.196878268,B02512
09/01/2014 14:43,53.32017214,-6.196660642,B02512
09/01/2014 14:43,53.32007968,-6.196443015,B02512
09/01/2014 14:43,53.31998721,-6.196225389,B02512
09/01/2014 14:45,53.31989475,-6.196007762,B02512
09/01/2014 14:45,53.31980228,-6.195790136,B02512
09/01/2014 14:47,53.31970982,-6.19557251,B02512
09/01/2014 14:47,53.31961735,-6.195354883,B02512
09/01/2014 14:47,53.31952489,-6.195137257,B02512
09/01/2014 14:49,53.31943242,-6.19491963,B02512
09/01/2014 14:51,53.31933996,-6.194702004,B02512
09/01/2014 14:54,53.31924749,-6.194484378,B02512
09/01/2014 14:55,53.31915503,-6.194266751,B02512
09/01/2014 14:57,53.31906256,-6.194049125,B02512
09/01/2014 15:00,53.3189701,-6.193831498,B02512
09/01/2014 15:06,53.31887763,-6.193613872,B02512
09/01/2014 15:08,53.31878517,-6.193396246,B02512
09/01/2014 15:08,53.3186927,-6.193178619,B02512
09/01/2014 15:09,53.31860024,-6.192960993,B02512
09/01/2014 15:09,53.31850777,-6.192743366,B02512
09/01/2014 15:13,53.31841531,-6.19252574,B02512
09/01/2014 15:14,53.31832284,-6.192308114,B02512
09/01/2014 15:14,53.31823038,-6.192090487,B02512
09/01/2014 15:16,53.31813791,-6.191872861,B02512
09/01/2014 15:16,53.31804545,-6.191655234,B02512
09/01/2014 15:17,53.31795298,-6.191437608,B02512
09/01/2014 15:18,53.31786052,-6.191219982,B02512
09/01/2014 15:18,53.31776805,-6.191002355,B02512
09/01/2014 15:25,53.31767559,-6.190784729,B02512
09/01/2014 15:25,53.31758312,-6.190567102,B02512
09/01/2014 15:25,53.31749066,-6.190349476,B02512
09/01/2014 15:27,53.31739819,-6.19013185,B02512
09/01/2014 15:27,53.31730572,-6.189914223,B02512
09/01/2014 15:27,53.31721326,-6.189696597,B02512
09/01/2014 15:28,53.31712079,-6.18947897,B02512
09/01/2014 15:31,53.31702833,-6.189261344,B02512
09/01/2014 15:33,53.31693586,-6.189043718,B02512
09/01/2014 15:33,53.3168434,-6.188826091,B02512
09/01/2014 15:34,53.31675093,-6.188608465,B02512
09/01/2014 15:35,53.31665847,-6.188390838,B02512
09/01/2014 15:35,53.316566,-6.188173212,B02512
09/01/2014 15:37,53.31647354,-6.187955586,B02512
09/01/2014 15:37,53.31638107,-6.187737959,B02512
09/01/2014 15:40,53.31628861,-6.187520333,B02512
09/01/2014 15:40,53.31619614,-6.187302706,B02512
09/01/2014 15:44,53.31610368,-6.18708508,B02512
09/01/2014 15:45,53.31601121,-6.186867454,B02512
09/01/2014 15:46,53.31591875,-6.186649827,B02512
09/01/2014 15:48,53.31582628,-6.186432201,B02512
09/01/2014 15:51,53.31573382,-6.186214574,B02512
09/01/2014 15:52,53.31564135,-6.185996948,B02512
09/01/2014 15:53,53.31554889,-6.185779322,B02512
09/01/2014 15:53,53.31545642,-6.185561695,B02512
09/01/2014 15:54,53.31536396,-6.185344069,B02512
09/01/2014 15:54,53.31527149,-6.185126442,B02512
09/01/2014 15:55,53.31517903,-6.184908816,B02512
09/01/2014 15:56,53.31508656,-6.18469119,B02512
09/01/2014 15:58,53.3149941,-6.184473563,B02512
09/01/2014 15:58,53.31490163,-6.184255937,B02512
09/01/2014 15:59,53.31480917,-6.18403831,B02512
09/01/2014 15:59,53.3147167,-6.183820684,B02512
09/01/2014 16:01,53.31462424,-6.183603058,B02512
09/01/2014 16:03,53.31453177,-6.183385431,B02512
09/01/2014 16:03,53.31443931,-6.183167805,B02512
09/01/2014 16:05,53.31434684,-6.182950178,B02512
09/01/2014 16:08,53.31425438,-6.182732552,B02512
09/01/2014 16:08,53.31416191,-6.182514926,B02512
09/01/2014 16:09,53.31406945,-6.182297299,B02512
09/01/2014 16:11,53.31397698,-6.182079673,B02512
09/01/2014 16:13,53.31388452,-6.181862046,B02512
09/01/2014 16:14,53.31379205,-6.18164442,B02512
09/01/2014 16:15,53.31369959,-6.181426794,B02512
09/01/2014 16:15,53.31360712,-6.181209167,B02512
09/01/2014 16:16,53.31351466,-6.180991541,B02512
09/01/2014 16:17,53.31342219,-6.180773914,B02512
09/01/2014 16:17,53.31332973,-6.180556288,B02512
09/01/2014 16:17,53.31323726,-6.180338662,B02512
09/01/2014 16:18,53.3131448,-6.180121035,B02512
09/01/2014 16:18,53.31305233,-6.179903409,B02512
09/01/2014 16:18,53.31295987,-6.179685782,B02512
09/01/2014 16:18,53.3128674,-6.179468156,B02512
09/01/2014 16:21,53.31277494,-6.17925053,B02512
09/01/2014 16:21,53.31268247,-6.179032903,B02512
09/01/2014 16:23,53.31259001,-6.178815277,B02512
09/01/2014 16:25,53.31249754,-6.17859765,B02512
09/01/2014 16:27,53.31240508,-6.178380024,B02512
09/01/2014 16:28,53.31231261,-6.178162398,B02512
09/01/2014 16:28,53.31222014,-6.177944771,B02512
09/01/2014 16:28,53.31212768,-6.177727145,B02512
09/01/2014 16:30,53.31203521,-6.177509518,B02512
09/01/2014 16:30,53.31194275,-6.177291892,B02512
09/01/2014 16:33,53.31185028,-6.177074266,B02512
09/01/2014 16:34,53.31175782,-6.176856639,B02512
09/01/2014 16:34,53.31166535,-6.176639013,B02512
09/01/2014 16:39,53.31157289,-6.176421386,B02512
09/01/2014 16:41,53.31148042,-6.17620376,B02512
09/01/2014 16:42,53.31138796,-6.175986134,B02512
09/01/2014 16:43,53.31129549,-6.175768507,B02512
09/01/2014 16:43,53.31120303,-6.175550881,B02512
09/01/2014 16:46,53.31111056,-6.175333254,B02512
09/01/2014 16:47,53.3110181,-6.175115628,B02512
09/01/2014 16:48,53.31092563,-6.174898002,B02512
09/01/2014 16:48,53.31083317,-6.174680375,B02512
09/01/2014 16:50,53.3107407,-6.174462749,B02512
09/01/2014 16:51,53.31064824,-6.174245122,B02512
09/01/2014 16:52,53.31055577,-6.174027496,B02512
09/01/2014 16:55,53.31046331,-6.17380987,B02512
09/01/2014 16:56,53.31037084,-6.173592243,B02512
09/01/2014 16:56,53.31027838,-6.173374617,B02512
09/01/2014 17:01,53.31018591,-6.17315699,B02512
09/01/2014 17:03,53.31009345,-6.172939364,B02512
09/01/2014 17:06,53.31000098,-6.172721738,B02512
09/01/2014 17:06,53.30990852,-6.172504111,B02512
09/01/2014 17:06,53.30981605,-6.172286485,B02512
09/01/2014 17:06,53.30972359,-6.172068858,B02512
09/01/2014 17:07,53.30963112,-6.171851232,B02512
09/01/2014 17:10,53.30953866,-6.171633606,B02512
09/01/2014 17:11,53.30944619,-6.171415979,B02512
09/01/2014 17:11,53.30935373,-6.171198353,B02512
09/01/2014 17:13,53.30926126,-6.170980726,B02512
09/01/2014 17:14,53.3091688,-6.1707631,B02512
09/01/2014 17:19,53.30907633,-6.170545474,B02512
09/01/2014 17:21,53.30898387,-6.170327847,B02512
09/01/2014 17:26,53.3088914,-6.170110221,B02512
09/01/2014 17:29,53.30879894,-6.169892594,B02512
09/01/2014 17:29,53.30870647,-6.169674968,B02512
09/01/2014 17:30,53.30861401,-6.169457342,B02512
09/01/2014 17:31,53.30852154,-6.169239715,B02512
09/01/2014 17:32,53.30842908,-6.169022089,B02512
09/01/2014 17:33,53.30833661,-6.168804462,B02512
09/01/2014 17:33,53.30824415,-6.168586836,B02512
09/01/2014 17:36,53.30815168,-6.16836921,B02512
09/01/2014 17:40,53.30805922,-6.168151583,B02512
09/01/2014 17:41,53.30796675,-6.167933957,B02512
09/01/2014 17:41,53.30787429,-6.16771633,B02512
09/01/2014 17:42,53.30778182,-6.167498704,B02512
09/01/2014 17:43,53.30768936,-6.167281078,B02512
09/01/2014 17:43,53.30759689,-6.167063451,B02512
09/01/2014 17:44,53.30750443,-6.166845825,B02512
09/01/2014 17:46,53.30741196,-6.166628198,B02512
09/01/2014 17:47,53.3073195,-6.166410572,B02512
09/01/2014 17:47,53.30722703,-6.166192946,B02512
09/01/2014 17:47,53.30713456,-6.165975319,B02512
09/01/2014 17:48,53.3070421,-6.165757693,B02512
09/01/2014 17:48,53.30694963,-6.165540066,B02512
09/01/2014 17:52,53.30685717,-6.16532244,B02512
09/01/2014 17:53,53.3067647,-6.165104814,B02512
09/01/2014 17:55,53.30667224,-6.164887187,B02512
09/01/2014 17:56,53.30657977,-6.164669561,B02512
09/01/2014 18:03,53.30648731,-6.164451934,B02512
09/01/2014 18:03,53.30639484,-6.164234308,B02512
09/01/2014 18:04,53.30630238,-6.164016682,B02512
09/01/2014 18:05,53.30620991,-6.163799055,B02512
09/01/2014 18:07,53.30611745,-6.163581429,B02512
09/01/2014 18:08,53.30602498,-6.163363802,B02512
09/01/2014 18:09,53.30593252,-6.163146176,B02512
09/01/2014 18:10,53.30584005,-6.16292855,B02512
09/01/2014 18:13,53.30574759,-6.162710923,B02512
09/01/2014 18:15,53.30565512,-6.162493297,B02512
09/01/2014 18:18,53.30556266,-6.16227567,B02512
09/01/2014 18:20,53.30547019,-6.162058044,B02512
09/01/2014 18:21,53.30537773,-6.161840418,B02512
09/01/2014 18:22,53.30528526,-6.161622791,B02512
09/01/2014 18:23,53.3051928,-6.161405165,B02512
09/01/2014 18:24,53.30510033,-6.161187538,B02512
09/01/2014 18:25,53.30500787,-6.160969912,B02512
09/01/2014 18:26,53.3049154,-6.160752286,B02512
09/01/2014 18:26,53.30482294,-6.160534659,B02512
09/01/2014 18:26,53.30473047,-6.160317033,B02512
09/01/2014 18:28,53.30463801,-6.160099406,B02512
09/01/2014 18:30,53.30454554,-6.15988178,B02512
09/01/2014 18:34,53.30445308,-6.159664154,B02512
09/01/2014 18:36,53.30436061,-6.159446527,B02512
09/01/2014 18:40,53.30426815,-6.159228901,B02512
09/01/2014 18:40,53.30417568,-6.159011274,B02512
09/01/2014 18:44,53.30408322,-6.158793648,B02512
09/01/2014 18:45,53.30399075,-6.158576022,B02512
09/01/2014 18:47,53.30389829,-6.158358395,B02512
09/01/2014 18:51,53.30380582,-6.158140769,B02512
09/01/2014 18:52,53.30371336,-6.157923142,B02512
09/01/2014 18:54,53.30362089,-6.157705516,B02512
09/01/2014 18:55,53.30352843,-6.15748789,B02512
09/01/2014 18:59,53.30343596,-6.157270263,B02512
09/01/2014 18:59,53.3033435,-6.157052637,B02512
09/01/2014 19:00,53.30325103,-6.15683501,B02512
09/01/2014 19:05,53.30315857,-6.156617384,B02512
09/01/2014 19:05,53.3030661,-6.156399758,B02512
09/01/2014 19:05,53.30297364,-6.156182131,B02512
09/01/2014 19:07,53.30288117,-6.155964505,B02512
09/01/2014 19:07,53.30278871,-6.155746878,B02512
09/01/2014 19:08,53.30269624,-6.155529252,B02512
09/01/2014 19:08,53.30260378,-6.155311626,B02512
09/01/2014 19:11,53.30251131,-6.155093999,B02512
09/01/2014 19:13,53.30241885,-6.154876373,B02512
09/01/2014 19:17,53.30232638,-6.154658746,B02512
09/01/2014 19:19,53.30223392,-6.15444112,B02512
09/01/2014 19:21,53.30214145,-6.154223494,B02512
09/01/2014 19:21,53.30204898,-6.154005867,B02512
09/01/2014 19:24,53.30195652,-6.153788241,B02512
09/01/2014 19:27,53.30186405,-6.153570614,B02512
09/01/2014 19:28,53.30177159,-6.153352988,B02512
09/01/2014 19:31,53.30167912,-6.153135362,B02512
09/01/2014 19:33,53.30158666,-6.152917735,B02512
09/01/2014 19:33,53.30149419,-6.152700109,B02512
09/01/2014 19:34,53.30140173,-6.152482482,B02512
