Date/Time,Lat,Lon,Footfall
09/01/2014 08:05,53.34217883,-6.248455725,1
09/01/2014 08:11,53.34208637,-6.248238098,7
09/01/2014 08:13,53.3419939,-6.248020472,11
09/01/2014 08:19,53.34190144,-6.247802846,5
09/01/2014 08:21,53.34180897,-6.247585219,3
09/01/2014 08:25,53.34171651,-6.247367593,5
09/01/2014 08:30,53.34162404,-6.247149966,4
09/01/2014 08:30,53.34153158,-6.24693234,10
09/01/2014 08:34,53.34143911,-6.246714714,6
09/01/2014 08:37,53.34134665,-6.246497087,7
09/01/2014 08:40,53.34125418,-6.246279461,9
09/01/2014 08:44,53.34116172,-6.246061834,1
09/01/2014 08:45,53.34106925,-6.245844208,2
09/01/2014 08:53,53.34097679,-6.245626582,13
09/01/2014 08:53,53.34088432,-6.245408955,7
09/01/2014 08:57,53.34079186,-6.245191329,15
09/01/2014 08:57,53.34069939,-6.244973702,17
09/01/2014 08:57,53.34060693,-6.244756076,8
09/01/2014 08:59,53.34051446,-6.24453845,10
09/01/2014 08:59,53.340422,-6.244320823,13
09/01/2014 09:04,53.34032953,-6.244103197,34
09/01/2014 09:04,53.34023707,-6.24388557,32
09/01/2014 09:05,53.3401446,-6.243667944,25
09/01/2014 09:05,53.34005214,-6.243450318,32
09/01/2014 09:10,53.33995967,-6.243232691,43
09/01/2014 09:10,53.33986721,-6.243015065,70
09/01/2014 09:12,53.33977474,-6.242797438,86
09/01/2014 09:13,53.33968228,-6.242579812,83
09/01/2014 09:14,53.33958981,-6.242362186,100
09/01/2014 09:15,53.33949735,-6.242144559,100
09/01/2014 09:16,53.33940488,-6.241926933,125
09/01/2014 09:17,53.33931242,-6.241709306,105
09/01/2014 09:21,53.33921995,-6.24149168,81
09/01/2014 09:22,53.33912749,-6.241274054,105
09/01/2014 09:23,53.33903502,-6.241056427,85
09/01/2014 09:23,53.33894256,-6.240838801,100
09/01/2014 09:30,53.33885009,-6.240621174,127
09/01/2014 09:34,53.33875763,-6.240403548,150
09/01/2014 09:40,53.33866516,-6.240185922,124
09/01/2014 09:40,53.3385727,-6.239968295,141
09/01/2014 09:42,53.33848023,-6.239750669,147
09/01/2014 09:42,53.33838777,-6.239533042,137
09/01/2014 09:43,53.3382953,-6.239315416,141
09/01/2014 09:43,53.33820284,-6.23909779,130
09/01/2014 09:44,53.33811037,-6.238880163,140
09/01/2014 09:51,53.33801791,-6.238662537,124
09/01/2014 09:54,53.33792544,-6.23844491,134
09/01/2014 09:56,53.33783298,-6.238227284,128
09/01/2014 09:58,53.33774051,-6.238009658,112
09/01/2014 09:58,53.33764804,-6.237792031,100
09/01/2014 10:02,53.33755558,-6.237574405,107
09/01/2014 10:02,53.33746311,-6.237356778,92
09/01/2014 10:02,53.33737065,-6.237139152,69
09/01/2014 10:08,53.33727818,-6.236921526,76
09/01/2014 10:09,53.33718572,-6.236703899,82
09/01/2014 10:10,53.33709325,-6.236486273,58
09/01/2014 10:10,53.33700079,-6.236268646,67
09/01/2014 10:12,53.33690832,-6.23605102,67
09/01/2014 10:13,53.33681586,-6.235833394,57
09/01/2014 10:14,53.33672339,-6.235615767,35
09/01/2014 10:14,53.33663093,-6.235398141,43
09/01/2014 10:17,53.33653846,-6.235180514,42
09/01/2014 10:17,53.336446,-6.234962888,42
09/01/2014 10:23,53.33635353,-6.234745262,25
09/01/2014 10:24,53.33626107,-6.234527635,38
09/01/2014 10:26,53.3361686,-6.234310009,32
09/01/2014 10:28,53.33607614,-6.234092382,19
09/01/2014 10:34,53.33598367,-6.233874756,26
09/01/2014 10:35,53.33589121,-6.23365713,15
09/01/2014 10:37,53.33579874,-6.233439503,15
09/01/2014 10:38,53.33570628,-6.233221877,30
09/01/2014 10:39,53.33561381,-6.23300425,12
09/01/2014 10:40,53.33552135,-6.232786624,11
09/01/2014 10:42,53.33542888,-6.232568998,17
09/01/2014 10:42,53.33533642,-6.232351371,7
09/01/2014 10:51,53.33524395,-6.232133745,6
09/01/2014 10:52,53.33515149,-6.231916118,6
09/01/2014 10:53,53.33505902,-6.231698492,3
09/01/2014 10:56,53.33496656,-6.231480866,3
09/01/2014 10:57,53.33487409,-6.231263239,2
09/01/2014 10:58,53.33478163,-6.231045613,2
09/01/2014 11:01,53.33468916,-6.230827986,7
09/01/2014 11:02,53.3345967,-6.23061036,3
09/01/2014 11:02,53.33450423,-6.230392734,8
09/01/2014 11:05,53.33441177,-6.230175107,0
09/01/2014 11:06,53.3343193,-6.229957481,0
09/01/2014 11:07,53.33422684,-6.229739854,2
09/01/2014 11:12,53.33413437,-6.229522228,0
09/01/2014 11:14,53.33404191,-6.229304602,0
09/01/2014 11:18,53.33394944,-6.229086975,2
09/01/2014 11:18,53.33385698,-6.228869349,2
09/01/2014 11:20,53.33376451,-6.228651722,5
09/01/2014 11:20,53.33367205,-6.228434096,0
09/01/2014 11:22,53.33357958,-6.22821647,1
09/01/2014 11:23,53.33348712,-6.227998843,6
09/01/2014 11:24,53.33339465,-6.227781217,3
09/01/2014 11:24,53.33330219,-6.22756359,3
09/01/2014 11:24,53.33320972,-6.227345964,5
09/01/2014 11:30,53.33311726,-6.227128338,8
09/01/2014 11:31,53.33302479,-6.226910711,12
09/01/2014 11:31,53.33293233,-6.226693085,7
09/01/2014 11:32,53.33283986,-6.226475458,25
09/01/2014 11:33,53.3327474,-6.226257832,21
09/01/2014 11:33,53.33265493,-6.226040206,11
09/01/2014 11:36,53.33256246,-6.225822579,36
09/01/2014 11:37,53.33247,-6.225604953,26
09/01/2014 11:42,53.33237753,-6.225387326,44
09/01/2014 11:44,53.33228507,-6.2251697,59
09/01/2014 11:46,53.3321926,-6.224952074,60
09/01/2014 11:46,53.33210014,-6.224734447,81
09/01/2014 11:46,53.33200767,-6.224516821,74
09/01/2014 11:46,53.33191521,-6.224299194,63
09/01/2014 11:47,53.33182274,-6.224081568,52
09/01/2014 11:51,53.33173028,-6.223863942,96
09/01/2014 11:52,53.33163781,-6.223646315,60
09/01/2014 11:53,53.33154535,-6.223428689,65
09/01/2014 11:54,53.33145288,-6.223211062,107
09/01/2014 11:57,53.33136042,-6.222993436,105
09/01/2014 11:59,53.33126795,-6.22277581,163
09/01/2014 11:59,53.33117549,-6.222558183,141
09/01/2014 12:01,53.33108302,-6.222340557,173
09/01/2014 12:01,53.33099056,-6.22212293,152
09/01/2014 12:05,53.33089809,-6.221905304,80
09/01/2014 12:07,53.33080563,-6.221687678,34
09/01/2014 12:08,53.33071316,-6.221470051,169
09/01/2014 12:10,53.3306207,-6.221252425,199
09/01/2014 12:10,53.33052823,-6.221034798,241
09/01/2014 12:11,53.33043577,-6.220817172,312
09/01/2014 12:13,53.3303433,-6.220599546,280
09/01/2014 12:13,53.33025084,-6.220381919,270
09/01/2014 12:13,53.33015837,-6.220164293,262
09/01/2014 12:14,53.33006591,-6.219946666,252
09/01/2014 12:15,53.32997344,-6.21972904,249
09/01/2014 12:17,53.32988098,-6.219511414,218
09/01/2014 12:18,53.32978851,-6.219293787,267
09/01/2014 12:18,53.32969605,-6.219076161,234
09/01/2014 12:19,53.32960358,-6.218858534,256
09/01/2014 12:22,53.32951112,-6.218640908,286
09/01/2014 12:23,53.32941865,-6.218423282,264
09/01/2014 12:23,53.32932619,-6.218205655,242
09/01/2014 12:25,53.32923372,-6.217988029,217
09/01/2014 12:26,53.32914126,-6.217770402,255
09/01/2014 12:28,53.32904879,-6.217552776,234
09/01/2014 12:28,53.32895633,-6.21733515,239
09/01/2014 12:29,53.32886386,-6.217117523,238
09/01/2014 12:30,53.3287714,-6.216899897,275
09/01/2014 12:30,53.32867893,-6.21668227,219
09/01/2014 12:30,53.32858647,-6.216464644,217
09/01/2014 12:30,53.328494,-6.216247018,211
09/01/2014 12:31,53.32840154,-6.216029391,208
09/01/2014 12:31,53.32830907,-6.215811765,157
09/01/2014 12:33,53.32821661,-6.215594138,112
09/01/2014 12:35,53.32812414,-6.215376512,123
09/01/2014 12:35,53.32803168,-6.215158886,82
09/01/2014 12:37,53.32793921,-6.214941259,71
09/01/2014 12:39,53.32784675,-6.214723633,58
09/01/2014 12:40,53.32775428,-6.214506006,63
09/01/2014 12:41,53.32766182,-6.21428838,51
09/01/2014 12:44,53.32756935,-6.214070754,35
09/01/2014 12:47,53.32747688,-6.213853127,35
09/01/2014 12:48,53.32738442,-6.213635501,25
09/01/2014 12:52,53.32729195,-6.213417874,37
09/01/2014 12:52,53.32719949,-6.213200248,27
09/01/2014 12:53,53.32710702,-6.212982622,1
09/01/2014 12:56,53.32701456,-6.212764995,2
09/01/2014 12:57,53.32692209,-6.212547369,17
09/01/2014 12:58,53.32682963,-6.212329742,26
09/01/2014 13:04,53.32673716,-6.212112116,31
09/01/2014 13:05,53.3266447,-6.21189449,13
09/01/2014 13:06,53.32655223,-6.211676863,16
09/01/2014 13:07,53.32645977,-6.211459237,8
09/01/2014 13:09,53.3263673,-6.21124161,12
09/01/2014 13:09,53.32627484,-6.211023984,5
09/01/2014 13:11,53.32618237,-6.210806358,5
09/01/2014 13:11,53.32608991,-6.210588731,4
09/01/2014 13:14,53.32599744,-6.210371105,3
09/01/2014 13:15,53.32590498,-6.210153478,1
09/01/2014 13:18,53.32581251,-6.209935852,2
09/01/2014 13:20,53.32572005,-6.209718226,0
09/01/2014 13:23,53.32562758,-6.209500599,2
09/01/2014 13:24,53.32553512,-6.209282973,2
09/01/2014 13:25,53.32544265,-6.209065346,1
09/01/2014 13:26,53.32535019,-6.20884772,0
09/01/2014 13:27,53.32525772,-6.208630094,0
09/01/2014 13:29,53.32516526,-6.208412467,1
09/01/2014 13:31,53.32507279,-6.208194841,6
09/01/2014 13:31,53.32498033,-6.207977214,1
09/01/2014 13:34,53.32488786,-6.207759588,4
09/01/2014 13:34,53.3247954,-6.207541962,1
09/01/2014 13:37,53.32470293,-6.207324335,1
09/01/2014 13:38,53.32461047,-6.207106709,3
09/01/2014 13:39,53.324518,-6.206889082,4
09/01/2014 13:40,53.32442554,-6.206671456,5
09/01/2014 13:42,53.32433307,-6.20645383,4
09/01/2014 13:43,53.32424061,-6.206236203,8
09/01/2014 13:43,53.32414814,-6.206018577,12
09/01/2014 13:47,53.32405568,-6.20580095,16
09/01/2014 13:52,53.32396321,-6.205583324,29
09/01/2014 13:52,53.32387075,-6.205365698,21
09/01/2014 13:53,53.32377828,-6.205148071,28
09/01/2014 13:53,53.32368582,-6.204930445,21
09/01/2014 13:54,53.32359335,-6.204712818,42
09/01/2014 13:55,53.32350089,-6.204495192,28
09/01/2014 13:56,53.32340842,-6.204277566,61
09/01/2014 13:57,53.32331596,-6.204059939,65
09/01/2014 13:58,53.32322349,-6.203842313,60
09/01/2014 13:58,53.32313103,-6.203624686,70
09/01/2014 13:59,53.32303856,-6.20340706,58
09/01/2014 14:01,53.3229461,-6.203189434,59
09/01/2014 14:02,53.32285363,-6.202971807,67
09/01/2014 14:08,53.32276117,-6.202754181,81
09/01/2014 14:09,53.3226687,-6.202536554,75
09/01/2014 14:11,53.32257624,-6.202318928,112
09/01/2014 14:11,53.32248377,-6.202101302,119
09/01/2014 14:12,53.3223913,-6.201883675,120
09/01/2014 14:12,53.32229884,-6.201666049,139
09/01/2014 14:14,53.32220637,-6.201448422,144
09/01/2014 14:14,53.32211391,-6.201230796,137
09/01/2014 14:15,53.32202144,-6.20101317,188
09/01/2014 14:19,53.32192898,-6.200795543,193
09/01/2014 14:19,53.32183651,-6.200577917,191
09/01/2014 14:20,53.32174405,-6.20036029,248
09/01/2014 14:21,53.32165158,-6.200142664,235
09/01/2014 14:23,53.32155912,-6.199925038,265
09/01/2014 14:27,53.32146665,-6.199707411,254
09/01/2014 14:27,53.32137419,-6.199489785,273
09/01/2014 14:27,53.32128172,-6.199272158,195
09/01/2014 14:28,53.32118926,-6.199054532,240
09/01/2014 14:31,53.32109679,-6.198836906,247
09/01/2014 14:32,53.32100433,-6.198619279,230
09/01/2014 14:32,53.32091186,-6.198401653,254
09/01/2014 14:35,53.3208194,-6.198184026,223
09/01/2014 14:36,53.32072693,-6.1979664,259
09/01/2014 14:39,53.32063447,-6.197748774,245
09/01/2014 14:39,53.320542,-6.197531147,240
09/01/2014 14:39,53.32044954,-6.197313521,244
09/01/2014 14:39,53.32035707,-6.197095894,218
09/01/2014 14:42,53.32026461,-6.196878268,196
09/01/2014 14:43,53.32017214,-6.196660642,222
09/01/2014 14:43,53.32007968,-6.196443015,245
09/01/2014 14:43,53.31998721,-6.196225389,246
09/01/2014 14:45,53.31989475,-6.196007762,223
09/01/2014 14:45,53.31980228,-6.195790136,202
09/01/2014 14:47,53.31970982,-6.19557251,224
09/01/2014 14:47,53.31961735,-6.195354883,187
09/01/2014 14:47,53.31952489,-6.195137257,178
09/01/2014 14:49,53.31943242,-6.19491963,186
09/01/2014 14:51,53.31933996,-6.194702004,137
09/01/2014 14:54,53.31924749,-6.194484378,127
09/01/2014 14:55,53.31915503,-6.194266751,94
09/01/2014 14:57,53.31906256,-6.194049125,128
09/01/2014 15:00,53.3189701,-6.193831498,107
09/01/2014 15:06,53.31887763,-6.193613872,74
09/01/2014 15:08,53.31878517,-6.193396246,57
09/01/2014 15:08,53.3186927,-6.193178619,86
09/01/2014 15:09,53.31860024,-6.192960993,34
09/01/2014 15:09,53.31850777,-6.192743366,21
09/01/2014 15:13,53.31841531,-6.19252574,32
09/01/2014 15:14,53.31832284,-6.192308114,37
09/01/2014 15:14,53.31823038,-6.192090487,19
09/01/2014 15:16,53.31813791,-6.191872861,29
09/01/2014 15:16,53.31804545,-6.191655234,24
09/01/2014 15:17,53.31795298,-6.191437608,20
09/01/2014 15:18,53.31786052,-6.191219982,19
09/01/2014 15:18,53.31776805,-6.191002355,19
09/01/2014 15:25,53.31767559,-6.190784729,10
09/01/2014 15:25,53.31758312,-6.190567102,10
09/01/2014 15:25,53.31749066,-6.190349476,6
09/01/2014 15:27,53.31739819,-6.19013185,21
09/01/2014 15:27,53.31730572,-6.189914223,12
09/01/2014 15:27,53.31721326,-6.189696597,6
09/01/2014 15:28,53.31712079,-6.18947897,5
09/01/2014 15:31,53.31702833,-6.189261344,6
09/01/2014 15:33,53.31693586,-6.189043718,5
09/01/2014 15:33,53.3168434,-6.188826091,6
09/01/2014 15:34,53.31675093,-6.188608465,3
09/01/2014 15:35,53.31665847,-6.188390838,3
09/01/2014 15:35,53.316566,-6.188173212,3
09/01/2014 15:37,53.31647354,-6.187955586,1
09/01/2014 15:37,53.31638107,-6.187737959,1
09/01/2014 15:40,53.31628861,-6.187520333,3
09/01/2014 15:40,53.31619614,-6.187302706,2
09/01/2014 15:44,53.31610368,-6.18708508,1
09/01/2014 15:45,53.31601121,-6.186867454,6
09/01/2014 15:46,53.31591875,-6.186649827,0
09/01/2014 15:48,53.31582628,-6.186432201,3
09/01/2014 15:51,53.31573382,-6.186214574,1
09/01/2014 15:52,53.31564135,-6.185996948,4
09/01/2014 15:53,53.31554889,-6.185779322,4
09/01/2014 15:53,53.31545642,-6.185561695,15
09/01/2014 15:54,53.31536396,-6.185344069,11
09/01/2014 15:54,53.31527149,-6.185126442,10
09/01/2014 15:55,53.31517903,-6.184908816,19
09/01/2014 15:56,53.31508656,-6.18469119,27
09/01/2014 15:58,53.3149941,-6.184473563,15
09/01/2014 15:58,53.31490163,-6.184255937,25
09/01/2014 15:59,53.31480917,-6.18403831,34
09/01/2014 15:59,53.3147167,-6.183820684,32
09/01/2014 16:01,53.31462424,-6.183603058,30
09/01/2014 16:03,53.31453177,-6.183385431,44
09/01/2014 16:03,53.31443931,-6.183167805,89
09/01/2014 16:05,53.31434684,-6.182950178,13
09/01/2014 16:08,53.31425438,-6.182732552,8
09/01/2014 16:08,53.31416191,-6.182514926,57
09/01/2014 16:09,53.31406945,-6.182297299,56
09/01/2014 16:11,53.31397698,-6.182079673,73
09/01/2014 16:13,53.31388452,-6.181862046,75
09/01/2014 16:14,53.31379205,-6.18164442,85
09/01/2014 16:15,53.31369959,-6.181426794,95
09/01/2014 16:15,53.31360712,-6.181209167,88
09/01/2014 16:16,53.31351466,-6.180991541,109
09/01/2014 16:17,53.31342219,-6.180773914,141
09/01/2014 16:17,53.31332973,-6.180556288,120
09/01/2014 16:17,53.31323726,-6.180338662,134
09/01/2014 16:18,53.3131448,-6.180121035,149
09/01/2014 16:18,53.31305233,-6.179903409,159
09/01/2014 16:18,53.31295987,-6.179685782,181
09/01/2014 16:18,53.3128674,-6.179468156,252
09/01/2014 16:21,53.31277494,-6.17925053,231
09/01/2014 16:21,53.31268247,-6.179032903,256
09/01/2014 16:23,53.31259001,-6.178815277,278
09/01/2014 16:25,53.31249754,-6.17859765,253
09/01/2014 16:27,53.31240508,-6.178380024,236
09/01/2014 16:28,53.31231261,-6.178162398,241
09/01/2014 16:28,53.31222014,-6.177944771,246
09/01/2014 16:28,53.31212768,-6.177727145,229
09/01/2014 16:30,53.31203521,-6.177509518,253
09/01/2014 16:30,53.31194275,-6.177291892,236
09/01/2014 16:33,53.31185028,-6.177074266,223
09/01/2014 16:34,53.31175782,-6.176856639,233
09/01/2014 16:34,53.31166535,-6.176639013,228
09/01/2014 16:39,53.31157289,-6.176421386,229
09/01/2014 16:41,53.31148042,-6.17620376,225
09/01/2014 16:42,53.31138796,-6.175986134,275
09/01/2014 16:43,53.31129549,-6.175768507,236
09/01/2014 16:43,53.31120303,-6.175550881,281
09/01/2014 16:46,53.31111056,-6.175333254,239
09/01/2014 16:47,53.3110181,-6.175115628,236
09/01/2014 16:48,53.31092563,-6.174898002,213
09/01/2014 16:48,53.31083317,-6.174680375,195
09/01/2014 16:50,53.3107407,-6.174462749,184
09/01/2014 16:51,53.31064824,-6.174245122,185
09/01/2014 16:52,53.31055577,-6.174027496,151
09/01/2014 16:55,53.31046331,-6.17380987,130
09/01/2014 16:56,53.31037084,-6.173592243,95
09/01/2014 16:56,53.31027838,-6.173374617,115
09/01/2014 17:01,53.31018591,-6.17315699,98
09/01/2014 17:03,53.31009345,-6.172939364,59
09/01/2014 17:06,53.31000098,-6.172721738,66
09/01/2014 17:06,53.30990852,-6.172504111,59
09/01/2014 17:06,53.30981605,-6.172286485,67
09/01/2014 17:06,53.30972359,-6.172068858,46
09/01/2014 17:07,53.30963112,-6.171851232,39
09/01/2014 17:10,53.30953866,-6.171633606,44
09/01/2014 17:11,53.30944619,-6.171415979,60
09/01/2014 17:11,53.30935373,-6.171198353,43
09/01/2014 17:13,53.30926126,-6.170980726,51
09/01/2014 17:14,53.3091688,-6.1707631,26
09/01/2014 17:19,53.30907633,-6.170545474,23
09/01/2014 17:21,53.30898387,-6.170327847,19
09/01/2014 17:26,53.3088914,-6.170110221,20
09/01/2014 17:29,53.30879894,-6.169892594,22
09/01/2014 17:29,53.30870647,-6.169674968,15
09/01/2014 17:30,53.30861401,-6.169457342,13
09/01/2014 17:31,53.30852154,-6.169239715,12
09/01/2014 17:32,53.30842908,-6.169022089,13
09/01/2014 17:33,53.30833661,-6.168804462,9
09/01/2014 17:33,53.30824415,-6.168586836,3
09/01/2014 17:36,53.30815168,-6.16836921,5
09/01/2014 17:40,53.30805922,-6.168151583,7
09/01/2014 17:41,53.30796675,-6.167933957,0
09/01/2014 17:41,53.30787429,-6.16771633,3
09/01/2014 17:42,53.30778182,-6.167498704,4
09/01/2014 17:43,53.30768936,-6.167281078,5
09/01/2014 17:43,53.30759689,-6.167063451,2
09/01/2014 17:44,53.30750443,-6.166845825,0
09/01/2014 17:46,53.30741196,-6.166628198,3
09/01/2014 17:47,53.3073195,-6.166410572,3
09/01/2014 17:47,53.30722703,-6.166192946,4
09/01/2014 17:47,53.30713456,-6.165975319,7
09/01/2014 17:48,53.3070421,-6.165757693,4
09/01/2014 17:48,53.30694963,-6.165540066,7
09/01/2014 17:52,53.30685717,-6.16532244,4
09/01/2014 17:53,53.3067647,-6.165104814,2
09/01/2014 17:55,53.30667224,-6.164887187,2
09/01/2014 17:56,53.30657977,-6.164669561,2
09/01/2014 18:03,53.30648731,-6.164451934,7
09/01/2014 18:03,53.30639484,-6.164234308,5
09/01/2014 18:04,53.30630238,-6.164016682,13
09/01/2014 18:05,53.30620991,-6.163799055,12
09/01/2014 18:07,53.30611745,-6.163581429,16
09/01/2014 18:08,53.30602498,-6.163363802,10
09/01/2014 18:09,53.30593252,-6.163146176,15
09/01/2014 18:10,53.30584005,-6.16292855,14
09/01/2014 18:13,53.30574759,-6.162710923,14
09/01/2014 18:15,53.30565512,-6.162493297,16
09/01/2014 18:18,53.30556266,-6.16227567,20
09/01/2014 18:20,53.30547019,-6.162058044,40
09/01/2014 18:21,53.30537773,-6.161840418,27
09/01/2014 18:22,53.30528526,-6.161622791,32
09/01/2014 18:23,53.3051928,-6.161405165,44
09/01/2014 18:24,53.30510033,-6.161187538,66
09/01/2014 18:25,53.30500787,-6.160969912,77
09/01/2014 18:26,53.3049154,-6.160752286,79
09/01/2014 18:26,53.30482294,-6.160534659,98
09/01/2014 18:26,53.30473047,-6.160317033,130
09/01/2014 18:28,53.30463801,-6.160099406,130
09/01/2014 18:30,53.30454554,-6.15988178,131
09/01/2014 18:34,53.30445308,-6.159664154,168
09/01/2014 18:36,53.30436061,-6.159446527,160
09/01/2014 18:40,53.30426815,-6.159228901,203
09/01/2014 18:40,53.30417568,-6.159011274,168
09/01/2014 18:44,53.30408322,-6.158793648,197
09/01/2014 18:45,53.30399075,-6.158576022,212
09/01/2014 18:47,53.30389829,-6.158358395,234
09/01/2014 18:51,53.30380582,-6.158140769,240
09/01/2014 18:52,53.30371336,-6.157923142,254
09/01/2014 18:54,53.30362089,-6.157705516,270
09/01/2014 18:55,53.30352843,-6.15748789,258
09/01/2014 18:59,53.30343596,-6.157270263,261
09/01/2014 18:59,53.3033435,-6.157052637,250
09/01/2014 19:00,53.30325103,-6.15683501,272
09/01/2014 19:05,53.30315857,-6.156617384,271
09/01/2014 19:05,53.3030661,-6.156399758,259
09/01/2014 19:05,53.30297364,-6.156182131,278
09/01/2014 19:07,53.30288117,-6.155964505,279
09/01/2014 19:07,53.30278871,-6.155746878,268
09/01/2014 19:08,53.30269624,-6.155529252,250
09/01/2014 19:08,53.30260378,-6.155311626,259
09/01/2014 19:11,53.30251131,-6.155093999,249
09/01/2014 19:13,53.30241885,-6.154876373,251
09/01/2014 19:17,53.30232638,-6.154658746,229
09/01/2014 19:19,53.30223392,-6.15444112,199
09/01/2014 19:21,53.30214145,-6.154223494,234
09/01/2014 19:21,53.30204898,-6.154005867,186
09/01/2014 19:24,53.30195652,-6.153788241,182
09/01/2014 19:27,53.30186405,-6.153570614,160
09/01/2014 19:28,53.30177159,-6.153352988,186
09/01/2014 19:31,53.30167912,-6.153135362,180
09/01/2014 19:33,53.30158666,-6.152917735,136
09/01/2014 19:33,53.30149419,-6.152700109,115
09/01/2014 19:34,53.30140173,-6.152482482,101
09/01/2014 19:35,53.30130926,-6.152264856,93
09/01/2014 19:35,53.3012168,-6.15204723,89
09/01/2014 19:37,53.30112433,-6.151829603,49
09/01/2014 19:40,53.30103187,-6.151611977,60
09/01/2014 19:42,53.3009394,-6.15139435,45
09/01/2014 19:43,53.30084694,-6.151176724,62
09/01/2014 19:45,53.30075447,-6.150959098,52
09/01/2014 19:46,53.30066201,-6.150741471,30
09/01/2014 19:49,53.30056954,-6.150523845,36
09/01/2014 19:51,53.30047708,-6.150306218,27
09/01/2014 19:51,53.30038461,-6.150088592,26
09/01/2014 19:51,53.30029215,-6.149870966,60
09/01/2014 19:56,53.30019968,-6.149653339,35
09/01/2014 19:57,53.30010722,-6.149435713,21
09/01/2014 20:02,53.30001475,-6.149218086,17
09/01/2014 20:04,53.29992229,-6.14900046,14
09/01/2014 20:05,53.29982982,-6.148782834,22
09/01/2014 20:07,53.29973736,-6.148565207,13
09/01/2014 20:08,53.29964489,-6.148347581,16
09/01/2014 20:08,53.29955243,-6.148129954,11
09/01/2014 20:08,53.29945996,-6.147912328,6
09/01/2014 20:09,53.2993675,-6.147694702,9
09/01/2014 20:09,53.29927503,-6.147477075,18
09/01/2014 20:11,53.29918257,-6.147259449,4
09/01/2014 20:19,53.2990901,-6.147041822,6
09/01/2014 20:20,53.29899764,-6.146824196,2
09/01/2014 20:21,53.29890517,-6.14660657,13
09/01/2014 20:25,53.29881271,-6.146388943,6
09/01/2014 20:29,53.29872024,-6.146171317,7
09/01/2014 20:34,53.29862778,-6.14595369,3
09/01/2014 20:35,53.29853531,-6.145736064,14
09/01/2014 20:36,53.29844285,-6.145518438,2
09/01/2014 20:37,53.29835038,-6.145300811,8
09/01/2014 20:37,53.29825792,-6.145083185,7
09/01/2014 20:37,53.29816545,-6.144865558,5
09/01/2014 20:37,53.29807299,-6.144647932,3
09/01/2014 20:38,53.29798052,-6.144430306,2
09/01/2014 20:38,53.29788806,-6.144212679,2
